sex	date	hornL	hornR	season	month	day	yr	daynr	age	cohort	mass	density
M	19/09/1987	170	170	1987	9	19	1987	262	1	1986	18.2708	low
M	20/09/1987	221	223	1987	9	20	1987	263	5	1982	30.2526	low
F	20/09/1987	198	203	1987	9	20	1987	263	4	1983	20.0000	low
F	20/09/1987	153	163	1987	9	20	1987	263	2	1985	17.0000	low
F	21/09/1987	115	117	1987	9	21	1987	264	1	1986	15.5125	low
M	21/09/1987	154	154	1987	9	21	1987	264	1	1986	15.9720	low
M	21/09/1987	125	120	1987	9	21	1987	264	1	1986	13.6755	low
M	23/09/1987	223	224	1987	9	23	1987	266	3	1984	29.0000	low
M	23/09/1987	218	222	1987	9	23	1987	266	3	1984	31.0000	low
F	23/09/1987	172	174	1987	9	23	1987	266	2	1985	20.0000	low
M	23/09/1987	210	212	1987	9	23	1987	266	2	1985	31.1759	low
F	23/09/1987	120	121	1987	9	23	1987	266	1	1986	18.2708	low
F	24/09/1987	195	195	1987	9	24	1987	267	4	1983	22.8742	low
M	24/09/1987	202	206	1987	9	24	1987	267	3	1984	30.2526	low
F	24/09/1987	120	120	1987	9	24	1987	267	1	1986	19.1909	low
M	24/09/1987	163	163	1987	9	24	1987	267	1	1986	18.2708	low
F	25/09/1987	25	25	1987	9	25	1987	268	0	1987	10.0070	low
M	26/09/1987	225	200	1987	9	26	1987	269	8	1979	27.4840	low
F	26/09/1987	198	192	1987	9	26	1987	269	6	1981	23.0000	low
F	26/09/1987	170	170	1987	9	26	1987	269	3	1984	22.8742	low
F	26/09/1987	180	180	1987	9	26	1987	269	3	1984	23.7957	low
M	27/09/1987	211	213	1987	9	27	1987	270	3	1984	27.0000	low
M	27/09/1987	214	220	1987	9	27	1987	270	3	1984	28.5000	low
M	27/09/1987	142	140	1987	9	27	1987	270	1	1986	18.0000	low
M	27/09/1987	167	165	1987	9	27	1987	270	1	1986	20.1113	low
F	30/09/1987	200	210	1987	9	30	1987	273	14	1973	32.0993	low
F	30/09/1987	168	168	1987	9	30	1987	273	3	1984	24.0000	low
M	01/10/1987	218	218	1987	10	1	1987	274	2	1985	27.0000	low
M	02/10/1987	206	208	1987	10	2	1987	275	3	1984	26.0000	low
F	03/10/1987	210	210	1987	10	3	1987	276	11	1976	30.0000	low
F	03/10/1987	185	188	1987	10	3	1987	276	4	1983	20.5000	low
M	04/10/1987	215	213	1987	10	4	1987	277	3	1984	26.0000	low
M	04/10/1987	165	167	1987	10	4	1987	277	1	1986	25.0000	low
M	05/10/1987	142	144	1987	10	5	1987	278	1	1986	17.3510	low
M	07/10/1987	200	196	1987	10	7	1987	280	2	1985	21.0319	low
M	09/10/1987	210	200	1987	10	9	1987	282	8	1979	28.4067	low
F	09/10/1987	122	123	1987	10	9	1987	282	1	1986	17.3510	low
M	10/10/1987	236	228	1987	10	10	1987	283	14	1973	29.3296	low
M	10/10/1987	170	174	1987	10	10	1987	283	1	1986	22.8742	low
F	11/10/1987	184	186	1987	10	11	1987	284	5	1982	24.5000	low
M	11/10/1987	190	223	1987	10	11	1987	284	3	1984	21.9529	low
M	11/10/1987	165	170	1987	10	11	1987	284	1	1986	14.5938	low
M	12/10/1987	140	140	1987	10	12	1987	285	1	1986	15.5125	low
F	16/10/1987	200	200	1987	10	16	1987	289	5	1982	24.2565	low
M	16/10/1987	188	188	1987	10	16	1987	289	1	1986	19.1909	low
M	18/10/1987	238	240	1987	10	18	1987	291	7	1980	32.0000	low
F	19/10/1987	176	182	1987	10	19	1987	292	2	1985	18.2708	low
M	19/10/1987	157	157	1987	10	19	1987	292	1	1986	18.2708	low
M	24/10/1987	255	253	1987	10	24	1987	297	4	1983	36.5000	low
F	24/10/1987	175	178	1987	10	24	1987	297	3	1984	21.0319	low
F	24/10/1987	145	150	1987	10	24	1987	297	2	1985	21.0319	low
F	28/10/1987	230	230	1987	10	28	1987	301	8	1979	27.4840	low
M	28/10/1987	200	200	1987	10	28	1987	301	3	1984	28.0000	low
M	28/10/1987	190	190	1987	10	28	1987	301	2	1985	21.0000	low
M	28/10/1987	150	150	1987	10	28	1987	301	1	1986	20.0000	low
M	03/11/1987	230	234	1987	11	3	1987	307	4	1983	23.7957	low
M	05/11/1987	220	220	1987	11	5	1987	309	4	1983	32.0993	low
M	05/11/1987	125	130	1987	11	5	1987	309	1	1986	22.8742	low
M	05/11/1987	165	170	1987	11	5	1987	309	1	1986	18.2708	low
M	07/11/1987	220	220	1987	11	7	1987	311	4	1983	27.0000	low
M	08/11/1987	170	174	1987	11	8	1987	312	1	1986	19.6510	low
M	14/11/1987	154	150	1987	11	14	1987	318	1	1986	18.6175	low
M	14/11/1987	162	160	1987	11	14	1987	318	1	1986	17.3510	low
M	22/11/1987	212	210	1987	11	22	1987	326	2	1985	23.0000	low
M	25/11/1987	177	175	1987	11	25	1987	329	1	1986	14.5938	low
M	29/11/1987	220	210	1987	11	29	1987	333	5	1982	23.7957	low
F	02/12/1987	195	197	1987	12	2	1987	336	7	1980	17.3510	low
F	03/12/1987	171	170	1987	12	3	1987	337	1	1986	19.1909	low
F	05/12/1987	139	139	1987	12	5	1987	339	1	1986	20.0000	low
M	13/12/1987	250	240	1987	12	13	1987	347	5	1982	23.7898	low
M	13/12/1987	210	210	1987	12	13	1987	347	3	1984	22.0000	low
M	16/12/1987	60	60	1987	12	16	1987	350	0	1987	12.7576	low
M	19/12/1987	175	180	1987	12	19	1987	353	1	1986	19.1909	low
M	19/12/1987	182	180	1987	12	19	1987	353	1	1986	17.8816	low
F	21/12/1987	191	190	1987	12	21	1987	355	6	1981	19.6510	low
M	23/12/1987	185	195	1987	12	23	1987	357	3	1984	19.1909	low
M	27/12/1987	170	170	1987	12	27	1987	361	1	1986	16.4316	low
F	30/12/1987	183	184	1987	12	30	1987	364	4	1983	23.3349	low
M	30/12/1987	176	175	1987	12	30	1987	364	1	1986	15.5000	low
M	02/01/1988	125	130	1987	1	2	1988	367	1	1986	20.0000	low
F	11/09/1988	183	181	1988	9	11	1988	254	5	1983	24.7174	low
M	11/09/1988	220	220	1988	9	11	1988	254	5	1983	24.7174	low
M	11/09/1988	223	228	1988	9	11	1988	254	4	1984	32.0000	low
F	11/09/1988	195	198	1988	9	11	1988	254	4	1984	22.0000	low
M	11/09/1988	223	219	1988	9	11	1988	254	3	1985	27.4840	low
M	11/09/1988	212	213	1988	9	11	1988	254	3	1985	31.1759	low
F	11/09/1988	160	170	1988	9	11	1988	254	3	1985	22.0000	low
M	11/09/1988	245	250	1988	9	11	1988	254	3	1985	26.0000	low
M	11/09/1988	215	221	1988	9	11	1988	254	3	1985	33.9468	low
F	11/09/1988	155	165	1988	9	11	1988	254	2	1986	21.0319	low
M	11/09/1988	160	160	1988	9	11	1988	254	2	1986	21.9529	low
F	11/09/1988	170	170	1988	9	11	1988	254	2	1986	18.0000	low
F	11/09/1988	175	175	1988	9	11	1988	254	2	1986	20.0000	low
M	11/09/1988	125	125	1988	9	11	1988	254	1	1987	19.0000	low
M	11/09/1988	155	155	1988	9	11	1988	254	1	1987	19.1909	low
M	14/09/1988	215	220	1988	9	14	1988	257	4	1984	31.1759	low
M	14/09/1988	159	152	1988	9	14	1988	257	1	1987	18.2708	low
M	14/09/1988	160	160	1988	9	14	1988	257	1	1987	18.2708	low
M	14/09/1988	133	132	1988	9	14	1988	257	1	1987	17.3510	low
M	14/09/1988	178	178	1988	9	14	1988	257	1	1987	20.1113	low
F	14/09/1988	118	118	1988	9	14	1988	257	1	1987	17.3510	low
F	14/09/1988	122	120	1988	9	14	1988	257	1	1987	14.0000	low
M	17/09/1988	208	209	1988	9	17	1988	260	3	1985	25.6394	low
F	17/09/1988	124	126	1988	9	17	1988	260	1	1987	18.2708	low
F	17/09/1988	120	120	1988	9	17	1988	260	1	1987	23.0000	low
M	18/09/1988	195	203	1988	9	18	1988	261	2	1986	21.0319	low
M	18/09/1988	175	170	1988	9	18	1988	261	1	1987	21.9529	low
M	21/09/1988	183	179	1988	9	21	1988	264	1	1987	21.0319	low
F	25/09/1988	205	205	1988	9	25	1988	268	8	1980	22.8742	low
M	25/09/1988	250	250	1988	9	25	1988	268	6	1982	31.1759	low
M	29/09/1988	220	220	1988	9	29	1988	272	4	1984	29.3296	low
M	29/09/1988	195	195	1988	9	29	1988	272	2	1986	24.7174	low
M	29/09/1988	150	150	1988	9	29	1988	272	1	1987	15.5125	low
M	29/09/1988	160	160	1988	9	29	1988	272	1	1987	18.2708	low
F	02/10/1988	180	180	1988	10	2	1988	275	5	1983	19.0000	low
F	03/10/1988	187	185	1988	10	3	1988	276	5	1983	22.8742	low
M	05/10/1988	151	152	1988	10	5	1988	278	1	1987	18.0000	low
M	09/10/1988	208	208	1988	10	9	1988	282	2	1986	23.9800	low
M	14/10/1988	224	222	1988	10	14	1988	287	3	1985	28.0000	low
M	15/10/1988	154	154	1988	10	15	1988	288	1	1987	19.3542	low
M	16/10/1988	171	172	1988	10	16	1988	289	1	1987	21.5689	low
F	17/10/1988	211	211	1988	10	17	1988	290	6	1982	26.5616	low
F	20/10/1988	133	133	1988	10	20	1988	293	1	1987	18.6175	low
M	23/10/1988	214	213	1988	10	23	1988	296	3	1985	25.6394	low
F	23/10/1988	200	200	1988	10	23	1988	296	3	1985	21.0000	low
F	23/10/1988	150	145	1988	10	23	1988	296	1	1987	20.1113	low
M	23/10/1988	180	180	1988	10	23	1988	296	1	1987	20.0000	low
M	26/10/1988	227	228	1988	10	26	1988	299	10	1978	29.3296	low
F	06/11/1988	170	170	1988	11	6	1988	310	2	1986	17.1465	low
M	06/11/1988	150	150	1988	11	6	1988	310	1	1987	20.0000	low
F	13/11/1988	216	216	1988	11	13	1988	317	3	1985	22.0000	low
M	27/11/1988	185	185	1988	11	27	1988	331	2	1986	18.0000	low
M	04/12/1988	210	210	1988	12	4	1988	338	3	1985	26.0000	low
F	21/12/1988	196	192	1988	12	21	1988	355	5	1983	28.0000	low
M	29/12/1988	205	200	1988	12	29	1988	363	2	1986	24.0000	low
M	09/09/1990	220	220	1990	9	9	1990	252	5	1985	26.5616	low
M	09/09/1990	194	197	1990	9	9	1990	252	3	1987	33.0000	low
M	09/09/1990	239	238	1990	9	9	1990	252	3	1987	29.0000	low
F	09/09/1990	165	165	1990	9	9	1990	252	2	1988	20.1113	low
M	09/09/1990	150	150	1990	9	9	1990	252	1	1989	15.5125	low
M	09/09/1990	174	176	1990	9	9	1990	252	1	1989	23.7957	low
M	12/09/1990	185	185	1990	9	12	1990	255	1	1989	17.3510	low
M	12/09/1990	170	170	1990	9	12	1990	255	1	1989	15.5125	low
M	13/09/1990	205	209	1990	9	13	1990	256	2	1988	21.0000	low
M	13/09/1990	135	135	1990	9	13	1990	256	1	1989	13.4848	low
M	14/09/1990	243	240	1990	9	14	1990	257	4	1986	28.0000	low
M	15/09/1990	200	200	1990	9	15	1990	258	2	1988	18.0000	low
M	15/09/1990	210	210	1990	9	15	1990	258	2	1988	24.0000	low
M	16/09/1990	235	235	1990	9	16	1990	259	9	1981	41.3432	low
M	16/09/1990	220	220	1990	9	16	1990	259	3	1987	29.0000	low
M	19/09/1990	230	230	1990	9	19	1990	262	6	1984	28.4067	low
M	19/09/1990	218	218	1990	9	19	1990	262	4	1986	26.5616	low
F	19/09/1990	165	160	1990	9	19	1990	262	2	1988	24.0000	low
M	20/09/1990	225	235	1990	9	20	1990	263	4	1986	32.5611	low
M	20/09/1990	153	151	1990	9	20	1990	263	1	1989	18.2708	low
F	20/09/1990	155	155	1990	9	20	1990	263	1	1989	21.9529	low
M	22/09/1990	225	230	1990	9	22	1990	265	4	1986	27.0000	low
M	26/09/1990	222	223	1990	9	26	1990	269	9	1981	31.1759	low
F	26/09/1990	182	182	1990	9	26	1990	269	4	1986	19.1909	low
M	26/09/1990	45	45	1990	9	26	1990	269	0	1990	12.7576	low
F	27/09/1990	200	200	1990	9	27	1990	270	8	1982	21.0319	low
F	29/09/1990	170	175	1990	9	29	1990	272	1	1989	19.0000	low
F	30/09/1990	130	130	1990	9	30	1990	273	1	1989	18.2708	low
M	05/10/1990	205	210	1990	10	5	1990	278	2	1988	21.0319	low
M	06/10/1990	228	225	1990	10	6	1990	279	5	1985	30.2526	low
M	06/10/1990	230	230	1990	10	6	1990	279	3	1987	27.0000	low
M	06/10/1990	150	155	1990	10	6	1990	279	1	1989	17.3510	low
F	10/10/1990	180	178	1990	10	10	1990	283	4	1986	23.7957	low
M	10/10/1990	170	170	1990	10	10	1990	283	1	1989	19.5000	low
M	12/10/1990	150	152	1990	10	12	1990	285	1	1989	13.6755	low
M	13/10/1990	180	175	1990	10	13	1990	286	1	1989	21.9529	low
M	14/10/1990	223	222	1990	10	14	1990	287	4	1986	35.7949	low
F	14/10/1990	150	150	1990	10	14	1990	287	1	1989	20.0000	low
F	14/10/1990	135	140	1990	10	14	1990	287	1	1989	25.0000	low
M	17/10/1990	220	220	1990	10	17	1990	290	5	1985	27.4840	low
M	19/10/1990	168	169	1990	10	19	1990	292	1	1989	19.0000	low
M	21/10/1990	230	220	1990	10	21	1990	294	8	1982	27.4840	low
F	21/10/1990	185	188	1990	10	21	1990	294	4	1986	27.0000	low
M	22/10/1990	151	140	1990	10	22	1990	295	1	1989	13.2165	low
F	24/10/1990	141	140	1990	10	24	1990	297	1	1989	16.0000	low
F	27/10/1990	180	182	1990	10	27	1990	300	8	1982	29.0000	low
M	27/10/1990	190	195	1990	10	27	1990	300	2	1988	29.0000	low
M	28/10/1990	220	220	1990	10	28	1990	301	6	1984	37.0000	low
F	28/10/1990	195	190	1990	10	28	1990	301	3	1987	27.0000	low
F	28/10/1990	105	105	1990	10	28	1990	301	1	1989	16.0000	low
M	28/10/1990	160	160	1990	10	28	1990	301	1	1989	17.0000	low
F	01/11/1990	205	205	1990	11	1	1990	305	5	1985	25.6394	low
F	03/11/1990	170	170	1990	11	3	1990	307	3	1987	20.0000	low
M	03/11/1990	160	160	1990	11	3	1990	307	1	1989	21.0319	low
M	04/11/1990	230	230	1990	11	4	1990	308	6	1984	24.7174	low
M	07/11/1990	187	191	1990	11	7	1990	311	1	1989	19.6510	low
M	07/11/1990	165	160	1990	11	7	1990	311	1	1989	21.0000	low
M	08/11/1990	220	220	1990	11	8	1990	312	5	1985	27.5040	low
M	08/11/1990	197	200	1990	11	8	1990	312	3	1987	20.1113	low
M	11/11/1990	210	210	1990	11	11	1990	315	5	1985	21.5689	low
M	11/11/1990	120	125	1990	11	11	1990	315	1	1989	21.0000	low
M	27/12/1990	60	60	1990	12	27	1990	361	0	1990	15.0000	low
M	08/09/1991	220	220	1991	9	8	1991	251	5	1986	29.5000	low
M	08/09/1991	245	245	1991	9	8	1991	251	4	1987	27.4840	low
M	08/09/1991	222	225	1991	9	8	1991	251	3	1988	31.1759	low
M	08/09/1991	221	220	1991	9	8	1991	251	3	1988	33.0230	low
M	08/09/1991	202	204	1991	9	8	1991	251	3	1988	24.7174	low
M	08/09/1991	199	198	1991	9	8	1991	251	2	1989	22.8742	low
M	08/09/1991	155	155	1991	9	8	1991	251	1	1990	17.3510	low
M	08/09/1991	187	190	1991	9	8	1991	251	1	1990	21.0000	low
M	08/09/1991	165	162	1991	9	8	1991	251	1	1990	21.0319	low
M	08/09/1991	180	182	1991	9	8	1991	251	1	1990	21.0319	low
M	08/09/1991	175	175	1991	9	8	1991	251	1	1990	20.1113	low
M	11/09/1991	176	179	1991	9	11	1991	254	2	1989	25.0000	low
M	11/09/1991	187	185	1991	9	11	1991	254	1	1990	26.5616	low
M	11/09/1991	192	192	1991	9	11	1991	254	1	1990	22.8742	low
M	11/09/1991	142	138	1991	9	11	1991	254	1	1990	14.5938	low
M	12/09/1991	187	189	1991	9	12	1991	255	1	1990	19.1909	low
M	14/09/1991	210	215	1991	9	14	1991	257	6	1985	32.0993	low
M	15/09/1991	170	170	1991	9	15	1991	258	1	1990	21.0000	low
M	15/09/1991	165	165	1991	9	15	1991	258	1	1990	24.0000	low
F	16/09/1991	202	202	1991	9	16	1991	259	9	1982	22.8742	low
M	18/09/1991	265	255	1991	9	18	1991	261	6	1985	34.8708	low
M	18/09/1991	243	243	1991	9	18	1991	261	4	1987	30.0000	low
M	18/09/1991	200	208	1991	9	18	1991	261	2	1989	28.4000	low
F	20/09/1991	175	176	1991	9	20	1991	263	5	1986	18.2708	low
M	21/09/1991	10	10	1991	9	21	1991	264	0	1991	12.0000	low
M	22/09/1991	255	255	1991	9	22	1991	265	7	1984	27.9453	low
M	22/09/1991	225	220	1991	9	22	1991	265	5	1986	34.8708	low
F	22/09/1991	150	150	1991	9	22	1991	265	2	1989	16.4316	low
F	22/09/1991	180	180	1991	9	22	1991	265	2	1989	20.0000	low
M	22/09/1991	185	182	1991	9	22	1991	265	1	1990	21.0319	low
F	22/09/1991	160	160	1991	9	22	1991	265	1	1990	18.0000	low
F	22/09/1991	147	146	1991	9	22	1991	265	1	1990	14.9466	low
M	23/09/1991	199	195	1991	9	23	1991	266	4	1987	23.0000	low
M	25/09/1991	180	180	1991	9	25	1991	268	1	1990	18.0000	low
F	28/09/1991	175	170	1991	9	28	1991	271	1	1990	18.2708	low
F	29/09/1991	153	153	1991	9	29	1991	272	3	1988	19.1909	low
M	29/09/1991	190	190	1991	9	29	1991	272	1	1990	24.0000	low
M	02/10/1991	190	190	1991	10	2	1991	275	2	1989	27.4840	low
M	04/10/1991	190	200	1991	10	4	1991	277	2	1989	21.9529	low
M	04/10/1991	132	128	1991	10	4	1991	277	1	1990	17.0000	low
M	05/10/1991	190	190	1991	10	5	1991	278	3	1988	24.7174	low
M	05/10/1991	190	185	1991	10	5	1991	278	1	1990	23.0000	low
F	05/10/1991	150	145	1991	10	5	1991	278	1	1990	22.8742	low
M	06/10/1991	190	190	1991	10	6	1991	279	1	1990	23.0000	low
M	07/10/1991	178	182	1991	10	7	1991	280	1	1990	22.8742	low
F	09/10/1991	220	225	1991	10	9	1991	282	10	1981	22.8742	low
M	09/10/1991	223	228	1991	10	9	1991	282	5	1986	25.6394	low
F	09/10/1991	105	95	1991	10	9	1991	282	1	1990	17.5000	low
M	10/10/1991	225	225	1991	10	10	1991	283	7	1984	30.2526	low
M	11/10/1991	150	150	1991	10	11	1991	284	1	1990	20.5716	low
M	12/10/1991	220	225	1991	10	12	1991	285	4	1987	30.0000	low
F	13/10/1991	130	130	1991	10	13	1991	286	1	1990	17.3510	low
M	16/10/1991	155	155	1991	10	16	1991	289	1	1990	21.0000	low
M	17/10/1991	240	250	1991	10	17	1991	290	5	1986	33.9468	low
M	17/10/1991	140	141	1991	10	17	1991	290	1	1990	18.2708	low
M	17/10/1991	182	183	1991	10	17	1991	290	1	1990	22.8742	low
F	20/10/1991	230	220	1991	10	20	1991	293	8	1983	22.8742	low
M	20/10/1991	220	225	1991	10	20	1991	293	5	1986	23.7957	low
M	21/10/1991	220	220	1991	10	21	1991	294	4	1987	25.1784	low
M	22/10/1991	130	130	1991	10	22	1991	295	1	1990	15.0531	low
M	23/10/1991	225	225	1991	10	23	1991	296	3	1988	32.0000	low
M	23/10/1991	155	155	1991	10	23	1991	296	2	1989	17.0000	low
F	23/10/1991	144	146	1991	10	23	1991	296	1	1990	18.2708	low
F	23/10/1991	35	30	1991	10	23	1991	296	0	1991	12.0000	low
M	24/10/1991	230	220	1991	10	24	1991	297	5	1986	24.0000	low
M	24/10/1991	240	240	1991	10	24	1991	297	3	1988	23.7957	low
M	24/10/1991	145	145	1991	10	24	1991	297	1	1990	13.6755	low
F	25/10/1991	219	219	1991	10	25	1991	298	11	1980	21.9529	low
M	27/10/1991	220	225	1991	10	27	1991	300	4	1987	27.2073	low
M	27/10/1991	180	190	1991	10	27	1991	300	1	1990	22.8742	low
F	28/10/1991	158	156	1991	10	28	1991	301	1	1990	20.1113	low
M	31/10/1991	141	146	1991	10	31	1991	304	1	1990	17.3000	low
M	01/11/1991	230	230	1991	11	1	1991	305	6	1985	23.0000	low
M	03/11/1991	190	185	1991	11	3	1991	307	1	1990	12.0000	low
M	07/11/1991	230	230	1991	11	7	1991	311	4	1987	29.0000	low
M	07/11/1991	141	134	1991	11	7	1991	311	1	1990	16.0000	low
M	07/11/1991	165	155	1991	11	7	1991	311	1	1990	22.0000	low
F	09/11/1991	155	152	1991	11	9	1991	313	2	1989	22.0000	low
M	09/11/1991	130	130	1991	11	9	1991	313	1	1990	14.5938	low
M	10/11/1991	247	246	1991	11	10	1991	314	3	1988	24.7174	low
M	10/11/1991	180	185	1991	11	10	1991	314	3	1988	25.0000	low
F	11/11/1991	145	150	1991	11	11	1991	315	1	1990	19.1909	low
M	02/12/1991	165	165	1991	12	2	1991	336	1	1990	16.8912	low
M	05/12/1991	233	230	1991	12	5	1991	339	12	1979	20.1113	low
F	09/12/1991	210	200	1991	12	9	1991	343	10	1981	28.0000	low
F	13/12/1991	202	200	1991	12	13	1991	347	9	1982	19.6510	low
M	15/12/1991	235	235	1991	12	15	1991	349	4	1987	22.3085	low
M	16/12/1991	230	240	1991	12	16	1991	350	5	1986	27.4840	low
M	16/12/1991	240	245	1991	12	16	1991	350	5	1986	24.0000	low
M	16/12/1991	200	195	1991	12	16	1991	350	1	1990	18.6175	low
M	13/09/1992	235	235	1992	9	13	1992	256	4	1988	24.2565	low
M	13/09/1992	205	203	1992	9	13	1992	256	4	1988	31.0000	low
M	13/09/1992	230	230	1992	9	13	1992	256	4	1988	27.0000	low
F	13/09/1992	160	160	1992	9	13	1992	256	2	1990	18.0000	low
M	13/09/1992	160	158	1992	9	13	1992	256	1	1991	18.0000	low
M	13/09/1992	190	190	1992	9	13	1992	256	1	1991	19.0000	low
M	13/09/1992	170	170	1992	9	13	1992	256	1	1991	20.5000	low
F	13/09/1992	110	110	1992	9	13	1992	256	1	1991	16.4123	low
M	13/09/1992	80	80	1992	9	13	1992	256	1	1991	22.0000	low
M	13/09/1992	60	60	1992	9	13	1992	256	0	1992	12.0000	low
F	15/09/1992	99	100	1992	9	15	1992	258	1	1991	16.4316	low
M	16/09/1992	215	215	1992	9	16	1992	259	4	1988	28.0000	low
F	16/09/1992	144	144	1992	9	16	1992	259	1	1991	19.0000	low
M	17/09/1992	223	223	1992	9	17	1992	260	4	1988	30.0000	low
F	18/09/1992	205	210	1992	9	18	1992	261	8	1984	16.4123	low
M	18/09/1992	230	230	1992	9	18	1992	261	3	1989	23.7957	low
M	19/09/1992	200	200	1992	9	19	1992	262	2	1990	22.8742	low
M	20/09/1992	215	222	1992	9	20	1992	263	6	1986	33.0230	low
M	20/09/1992	170	170	1992	9	20	1992	263	1	1991	16.4316	low
F	22/09/1992	80	80	1992	9	22	1992	265	0	1992	13.6755	low
F	23/09/1992	230	230	1992	9	23	1992	266	9	1983	25.6394	low
M	23/09/1992	190	190	1992	9	23	1992	266	5	1987	24.0000	low
F	26/09/1992	180	180	1992	9	26	1992	269	5	1987	25.0000	low
F	29/09/1992	220	215	1992	9	29	1992	272	14	1978	23.0000	low
F	29/09/1992	203	204	1992	9	29	1992	272	13	1979	22.8742	low
F	30/09/1992	212	215	1992	9	30	1992	273	18	1974	28.0000	low
F	02/10/1992	130	135	1992	10	2	1992	275	1	1991	17.8108	low
F	03/10/1992	200	200	1992	10	3	1992	276	11	1981	26.0000	low
M	03/10/1992	180	178	1992	10	3	1992	276	1	1991	20.0000	low
M	04/10/1992	185	185	1992	10	4	1992	277	2	1990	24.2565	low
F	04/10/1992	132	130	1992	10	4	1992	277	1	1991	19.0000	low
F	06/10/1992	207	210	1992	10	6	1992	279	12	1980	22.0000	low
F	09/10/1992	195	195	1992	10	9	1992	282	10	1982	28.0000	low
M	10/10/1992	210	210	1992	10	10	1992	283	2	1990	30.0000	low
F	10/10/1992	95	100	1993	10	10	1992	283	1	1992	16.0000	low
F	15/10/1992	200	190	1992	10	15	1992	288	4	1988	26.5616	low
F	16/10/1992	217	222	1992	10	16	1992	289	8	1984	29.0000	low
M	18/10/1992	190	190	1992	10	18	1992	291	3	1989	25.0000	low
M	18/10/1992	195	210	1992	10	18	1992	291	2	1990	16.4316	low
M	18/10/1992	165	167	1992	10	18	1992	291	1	1991	20.0000	low
F	20/10/1992	120	120	1992	10	20	1992	293	1	1991	19.0000	low
M	21/10/1992	208	208	1992	10	21	1992	294	2	1990	23.7957	low
F	22/10/1992	195	190	1992	10	22	1992	295	5	1987	21.9529	low
M	25/10/1992	210	210	1992	10	25	1992	298	5	1987	27.0000	low
M	25/10/1992	205	205	1992	10	25	1992	298	2	1990	24.7174	low
M	28/10/1992	145	143	1992	10	28	1992	301	2	1990	21.9529	low
F	28/10/1992	165	175	1992	10	28	1992	301	1	1991	21.0000	low
F	28/10/1992	160	160	1992	10	28	1992	301	1	1991	19.1909	low
M	29/10/1992	190	190	1992	10	29	1992	302	1	1991	20.1113	low
F	30/10/1992	210	210	1992	10	30	1992	303	9	1983	22.0000	low
M	31/10/1992	195	200	1992	10	31	1992	304	1	1991	22.8742	low
F	01/11/1992	186	184	1992	11	1	1992	305	5	1987	29.3296	low
M	01/11/1992	235	235	1992	11	1	1992	305	3	1989	27.5040	low
F	04/11/1992	180	190	1992	11	4	1992	308	4	1988	26.5616	low
M	04/11/1992	215	215	1992	11	4	1992	308	4	1988	35.0000	low
M	05/11/1992	225	225	1992	11	5	1992	309	4	1988	30.9912	low
M	07/11/1992	235	235	1992	11	7	1992	311	7	1985	28.4067	low
F	07/11/1992	200	200	1992	11	7	1992	311	5	1987	20.1113	low
F	07/11/1992	191	184	1992	11	7	1992	311	4	1988	26.0000	low
M	07/11/1992	225	220	1992	11	7	1992	311	3	1989	26.5616	low
F	07/11/1992	140	155	1992	11	7	1992	311	2	1990	14.9466	low
M	07/11/1992	165	165	1992	11	7	1992	311	1	1991	19.1909	low
M	08/11/1992	220	230	1992	11	8	1992	312	5	1987	31.2320	low
M	08/11/1992	175	185	1992	11	8	1992	312	1	1991	20.1113	low
M	11/11/1992	236	244	1992	11	11	1992	315	8	1984	30.0000	low
M	11/11/1992	188	186	1992	11	11	1992	315	1	1991	26.0000	low
M	11/11/1992	102	100	1992	11	11	1992	315	1	1991	17.3510	low
M	14/11/1992	210	210	1992	11	14	1992	318	2	1990	19.1909	low
F	23/11/1992	190	180	1992	11	23	1992	327	7	1985	21.0000	low
F	01/12/1992	185	188	1992	12	1	1992	335	3	1989	21.0000	low
F	02/12/1992	195	190	1992	12	2	1992	336	7	1985	27.0000	low
F	04/12/1992	127	130	1992	12	4	1992	338	1	1991	20.0000	low
F	12/12/1992	125	125	1992	12	12	1992	346	1	1991	18.2708	low
F	15/12/1992	195	195	1992	12	15	1992	349	9	1983	21.5000	low
M	15/12/1992	199	200	1992	12	15	1992	349	2	1990	17.1465	low
M	17/12/1992	245	245	1992	12	17	1992	351	4	1988	26.5616	low
F	23/12/1992	120	115	1992	12	23	1992	357	1	1991	17.0000	low
F	27/12/1992	180	180	1992	12	27	1992	361	10	1982	20.0000	low
M	30/12/1992	160	155	1992	12	30	1992	364	1	1991	19.0000	low
M	31/12/1992	210	197	1992	12	31	1992	365	3	1989	23.0000	low
M	12/09/1993	215	215	1993	9	12	1993	255	3	1990	39.0000	low
M	12/09/1993	215	215	1993	9	12	1993	255	2	1991	24.0000	low
M	12/09/1993	212	212	1993	9	12	1993	255	2	1991	25.1784	low
M	12/09/1993	205	205	1993	9	12	1993	255	2	1991	35.0000	low
F	14/09/1993	192	192	1993	9	14	1993	257	10	1983	22.0000	low
M	14/09/1993	235	235	1993	9	14	1993	257	4	1989	24.0000	low
M	14/09/1993	180	180	1993	9	14	1993	257	3	1990	17.8816	low
M	14/09/1993	135	130	1993	9	14	1993	257	1	1992	14.9466	low
M	15/09/1993	232	232	1993	9	15	1993	258	3	1990	22.3085	low
M	15/09/1993	215	215	1993	9	15	1993	258	2	1991	24.0000	low
